tweet_text	event
Relief teams are distributing sandbags to residents in vulnerable areas of Harbor City. #FloodProtection #HarborCity	flood
🚨 Severe Thunderstorm Warning 🚨 in effect for West County. Heavy rain & potential flash flooding. #Thunderstorm #WestCounty	flood
Stay home if possible in Oakville. Floodwaters are rising rapidly. Limit unnecessary travel. #OakvilleFlood #StayHome	flood
Disaster Level: RED - Critical situation unfolding in Central Valley. Mandatory evacuations underway. #CentralValley #Emergency	flood
EXTREME WEATHER ALERT: Category 2 hurricane approaching the coastline. Prepare for significant flooding and wind damage. #HurricanePrep	flood
200mm+ of rainfall recorded in Clearwater Canyon over the last 24 hours. Record-breaking levels. #RainfallTotals #ClearwaterCanyon	flood
Areas predicted to experience the worst flooding: Bayview, Seaside, and Oceanfront Drive. #FloodWarning #CoastalAreas	flood
Route 66 is closed between Elm Street & Maple Avenue due to flooding. Plan alternative routes. #RoadConditions #Route66	flood
Avoid traveling through the downtown core of Hillside. Significant street flooding reported. #TrafficAlert #Hillside	flood
SAFETY REMINDER: Turn off utilities if instructed by local authorities. #FloodSafety #Utilities	flood
Damage reports indicate extensive damage to agricultural lands in Farmland County. #FloodImpact #Agriculture	flood
Relief efforts are focused on providing clean water to affected communities in Springfield. #FloodRelief #Springfield	flood
Stay tuned to emergency broadcasts for the latest flood updates and evacuation orders. #EmergencyInfo #FloodUpdates	flood
Flash Flood Watch extended to include Shadow Valley and Blackwood Forest. #FlashFlood #Watch	flood
Disaster Level: ORANGE - Elevated risk of landslides in mountainous regions due to saturated soil. #LandslideRisk #Mountains	flood
125mm of rain fallen in Redstone City in the last 8 hours. Significant impact on local drainage systems. #RedstoneCity #Rainfall	flood
Flood predictions indicate that Riverside and Brookside will be significantly affected over the next 6-12 hours. #FloodForecast	flood
State Highway 32 is partially blocked by debris near the Black River. Expect delays. #HighwayClosure #BlackRiver	flood
Avoid the intersection of Pine and Elm Streets in Willowbrook due to flooded roadways. #LocalRoads #Willowbrook	flood
SAFETY ADVICE: Do not walk or swim in floodwaters. They may be contaminated with sewage and debris. #HealthSafety #Floodwaters	flood
Preliminary damage assessments are underway in the northern districts of Harmonyville. #FloodAssessment #Harmonyville	flood
Relief supplies, including medical aid, are en route to the hardest-hit areas of Sunnyside. #MedicalRelief #Sunnyside	flood
Important: Follow official guidance from local authorities regarding evacuations and flood safety measures. #OfficialInfo #FloodSafety	flood
Flash Flood Warning for the lower regions of Mountain View. Expect rapid water level increases. #FlashFlood #MountainView	flood
Disaster Level: YELLOW - Monitor conditions closely in low-lying areas. Be prepared to evacuate if necessary. #FloodPreparedness	flood
We've recorded 90mm of rainfall in the past 4 hours in Lakeside. River levels are rising quickly. #Lakeside #Rainfall	flood
Forecast models show that Elm Creek and Cedar Valley are likely to experience significant flooding. #FloodPredictions	flood
Highway 287 is closed northbound due to flooding near the Pine River Bridge. #HighwayClosed #PineRiver	flood
Avoid Oak Street in Riverdale due to hazardous flooding conditions. #StreetClosure #Riverdale	flood
REMINDER: Charge your mobile phones and ensure you have a backup power source. #FloodPreparedness #StayConnected	flood
Reports indicate widespread damage to businesses in downtown Capital City. #FloodDamage #CapitalCity	flood
Relief volunteers are assisting with sandbagging efforts in coastal communities. #VolunteerEfforts #CoastalFlood	flood
Stay updated on the latest flood warnings and advisories through our website: [link to website] #FloodInfo #Website	flood
Flash Flood Watch extended for the eastern slopes of the Grey Mountains. #FlashFloodWatch #GreyMountains	flood
Disaster Level: ORANGE - Increasing concern for water contamination in flooded areas. #WaterSafety #Contamination	flood
110mm of rain measured in Maplewood within the last 6 hours. Rivers are approaching flood stage. #Maplewood #Rainfall	flood
Predictions indicate that Westview and Hilltop will face potential flooding within the next 24 hours. #FloodAlert	flood
State Route 7 is experiencing significant delays due to flooding near the Blackwood Forest. #StateRoute7 #Flooding	flood
Avoid Central Avenue in Greenwood due to severe flooding and road closures. #RoadClosure #Greenwood	flood
IMPORTANT: Move valuable items to higher ground if you live in a flood-prone area. #FloodPreparation #ProtectYourBelongings	flood
Early estimates suggest significant damage to infrastructure in the Riverbend area. #FloodDamage #Riverbend	flood
Relief teams are providing shelter and essential supplies to displaced residents in Oakhaven. #FloodShelter #Oakhaven	flood
Follow us on Twitter for live updates on the unfolding flood situation. #LiveUpdates #Twitter	flood
Flash Flood Warning issued for the northern parts of Brightwood. Extreme rainfall expected. #FlashFloodWarning #Brightwood	flood
Disaster Level: YELLOW - Increased monitoring of river levels across the state. #RiverMonitoring #FloodWatch	flood
We have recorded 75mm of rain in the last 3 hours in Stonewood. Expect continued heavy rainfall. #Stonewood #Rain	flood
Predicted flooding will impact the areas around Crystal Lake and Silver Springs. #FloodPrediction #CrystalLake	flood
Interstate 84 is closed in both directions between exits 10 and 15 due to flooding. #Interstate84 #RoadClosure	flood
Avoid Willow Street in Bloomville due to extensive flooding. Seek alternative routes. #Bloomville #RoadConditions	flood
SAFETY: Never attempt to drive around barricades in flooded areas. They are there for your safety. #FloodSafety #Barricades	flood
Damage assessments show significant impact to the agricultural sector in Green Valley. #FloodDamage #GreenValley	flood
Relief organizations are deploying teams to provide support to affected communities in Pinecrest. #FloodRelief #Pinecrest	flood
Check local news channels for updated evacuation routes and shelter locations. #EvacuationRoutes #ShelterLocations	flood
Flash Flood Watch for the western foothills of the Blue Ridge Mountains. #FlashFloodWatch #BlueRidge	flood
Disaster Level: ORANGE - Preparations underway for potential dam failures in affected areas. #DamSafety #FloodRisk	flood
95mm of rainfall in the past 2 hours in Cedar Creek, causing rapid water level increases. #CedarCreek #Rainfall	flood
Forecasts indicate that Riverton and Valley Falls will be at high risk of flooding within the next 12 hours. #FloodAlert	flood
Highway 16 is partially blocked by debris near the Redwood Bridge. Expect delays. #Highway16 #RoadConditions	flood
Avoid Maple Avenue in Brookside due to dangerous flooding conditions. #Brookside #RoadClosure	flood
REMINDER: Secure outdoor furniture and belongings to prevent them from being swept away by floodwaters. #FloodPrep #SecureItems	flood
Early reports indicate damage to the power grid in Northwood. Expect potential power outages. #PowerOutage #Northwood	flood
Relief teams are focusing on providing clean water and sanitation facilities to flood-affected areas. #WaterSanitation #Relief	flood
Stay informed! Follow official sources for accurate and timely flood information. #FloodInfo #OfficialSources	flood
Flash Flood Warning for the lower portions of Evergreen Forest. Heavy rainfall and potential flooding. #FlashFloodWarning #Evergreen	flood
Disaster Level: YELLOW - Be prepared for potential disruptions to transportation and essential services. #FloodDisruption	flood
70mm of rainfall in the last hour in Fairhaven, contributing to rising floodwaters. #Fairhaven #Rainfall	flood
Flood predictions show that Sunnyside and Meadowbrook are vulnerable to significant flooding. #FloodForecast #Sunnyside	flood
County Road 42 is closed due to flooding. Please use alternate routes. #CountyRoad42 #RoadClosure	flood
Avoid Elm Street in Hillview due to hazardous flood conditions. #Hillview #TrafficAlert	flood
SAFETY TIP: If your vehicle stalls in floodwaters, abandon it and seek higher ground. #FloodSafety #VehicleSafety	flood
Damage assessments indicate significant damage to public infrastructure in Lakeside. #InfrastructureDamage #Lakeside	flood
Relief efforts are underway to provide food and shelter to evacuees in Rivertown. #FloodRelief #Rivertown	flood
Monitor weather reports and heed all warnings issued by local authorities. #WeatherReports #StayInformed	flood
Flash Flood Watch for the southern slopes of the Cascade Mountains. #FlashFloodWatch #CascadeMountains	flood
Disaster Level: ORANGE - Potential for widespread evacuations in affected areas. #EvacuationWarning #FloodRisk	flood
80mm of rainfall in the past 4 hours in Oakwood, causing localized flooding. #Oakwood #Rain	flood
Forecasts suggest that Valleyview and Pine Ridge will experience substantial flooding. #FloodPrediction #Valleyview	flood
State Highway 10 is closed due to flooding near the Green River. #StateHighway10 #RoadClosure	flood
Avoid Main Street in Crestwood due to flooded roadways and hazardous conditions. #Crestwood #TrafficAlert	flood
REMINDER: Do not touch electrical equipment if you are wet or standing in water. #ElectricalSafety #FloodSafety	flood
Initial reports indicate extensive damage to homes and businesses in Greenfield. #FloodDamage #Greenfield	flood
Relief organizations are mobilizing resources to assist communities affected by the flooding. #ReliefEfforts #CommunitySupport	flood
For information on disaster assistance, visit [link to disaster assistance website]. #DisasterAssistance #Help	flood
Flash Flood Warning for areas near the Blackwood River. Immediate action recommended. #FlashFloodWarning #BlackwoodRiver	flood
Disaster Level: YELLOW - Be aware of changing conditions and prepare for potential flooding. #FloodAwareness #Preparedness	flood
60mm of rainfall in the last 2 hours in Hillside, impacting drainage systems. #Hillside #Rainfall	flood
Predictions indicate significant flooding in the low-lying areas of Bayview. #FloodPrediction #Bayview	flood
Highway 22 is experiencing major delays due to flooding near the Willow Creek bridge. #Highway22 #TrafficUpdate	flood
Avoid Park Avenue in Riverdale due to hazardous flooding conditions. #Riverdale #RoadClosure	flood
SAFETY: If you encounter floodwaters, remember to turn around, don't drown. #FloodSafety #TurnAroundDontDrown	flood
Damage assessments are underway in the western districts of Capital City. #DamageAssessment #CapitalCity	flood
Relief teams are providing medical assistance to those affected by the flooding. #MedicalAssistance #FloodRelief	flood
Stay tuned to local media for up-to-date information on the flood situation. #LocalMedia #StayInformed	flood
Flash Flood Watch for the eastern foothills of the Rocky Mountains. #FlashFloodWatch #RockyMountains	flood
Disaster Level: ORANGE - Evacuation orders may be issued if flooding worsens. #EvacuationOrders #FloodAlert	flood
50mm of rainfall in the past hour in Meadowbrook, contributing to rising water levels. #Meadowbrook #Rain	flood
Forecasts indicate substantial flooding along the Clearwater River. #FloodForecast #ClearwaterRiver	flood
State Route 5 is closed due to flooding near the Pine Ridge dam. #StateRoute5 #RoadClosure	flood
Avoid Maple Street in Bloomville due to hazardous flooding conditions. #Bloomville #TrafficAlert	flood
REMEMBER: Listen to local authorities and follow their instructions. #ListenToAuthorities #FloodSafety	flood
Initial reports show damage to infrastructure in Northwood. #InfrastructureDamage #Northwood	flood
Relief teams are delivering sandbags to vulnerable areas. #Sandbagging #FloodProtection	flood
The National Weather Service is closely monitoring the situation. #NWS #WeatherMonitoring	flood
Flash Flood Warning for the areas around Silver Lake. #FlashFloodWarning #SilverLake	flood
Disaster Level: YELLOW - Prepare for possible power outages and disruptions. #PowerOutage #FloodPrep	flood
40mm of rainfall in the last 30 minutes in Stonewood. #Stonewood #HeavyRain	flood
Flooding is expected in Cedar Valley and Westview. #FloodPrediction #CedarValley	flood
County Road 12 is closed due to flood damage. #CountyRoad12 #RoadClosure	flood
Avoid Oak Street in Hillview due to flooding. #Hillview #TrafficAlert	flood
SAFETY: Do not walk or drive through moving water. #FloodSafety #MovingWater	flood
Damage to homes is being reported in Greenfield. #FloodDamage #Greenfield	flood
Relief is being delivered to affected residents in Riverton. #FloodRelief #Riverton	flood
Check [website address] for shelter information. #ShelterInfo #Flood	flood
Flash Flood Watch for the northern sections of Brightwood. #FlashFloodWatch #Brightwood	flood
Disaster Level: ORANGE - Mandatory evacuation possible. #MandatoryEvacuation #Flood	flood
25mm of rainfall recorded in Evergreen Forest in the last 15 minutes. #EvergreenForest #Rain	flood
Forecast: High risk of flooding in Riverbend. #Riverbend #FloodForecast	flood
Highway 77 closed due to flooding. #Highway77 #RoadClosure	flood
Avoid Main Street in Lakeside. #Lakeside #RoadClosure	flood
SAFETY: Stay away from downed power lines. #DownedPowerLines #FloodSafety	flood
Damage is being assessed in Oakwood. #Oakwood #DamageAssessment	flood
Volunteers assisting with flood relief in Sunnyside. #Sunnyside #Volunteers	flood
Get real-time updates via our mobile app: [app link] #MobileApp #FloodUpdates	flood
Flash Flood Warning for areas near the Grey Mountains. #FlashFloodWarning #GreyMountains	flood
Disaster Level: YELLOW - Monitor local conditions closely. #FloodMonitoring #StayAlert	flood
30mm of rainfall in the past hour in Fairhaven. #Fairhaven #Rainfall	flood
Forecast: Significant flooding is possible in Valley Falls. #ValleyFalls #FloodRisk	flood
State Highway 2 closed near the Black River. #StateHighway2 #RoadClosure	flood
Avoid Elm Avenue in Hillview due to floodwaters. #Hillview #TrafficAlert	flood
SAFETY: If flooded, move to higher ground. #HigherGround #FloodSafety	flood
Infrastructure damage reported in Pinecrest. #Pinecrest #Infrastructure	flood
Relief efforts continue in Oakhaven. #Oakhaven #FloodRelief	flood
Report damage to [reporting link]. #ReportDamage #Flood	flood
Flash Flood Watch for areas near the Cascade Mountains. #FlashFloodWatch #CascadeMountains	flood
Disaster Level: ORANGE - Prepare for possible disruptions. #FloodDisruptions #Prepare	flood
15mm of rainfall in the last 10 minutes in Cedar Creek. #CedarCreek #Rain	flood
Forecast: Potential flooding in Bayview. #Bayview #FloodForecast	flood
County Road 5 closed. #CountyRoad5 #RoadClosure	flood
Avoid Park Street in Riverdale due to hazardous conditions. #Riverdale #Traffic	flood
SAFETY: Avoid contact with floodwater. #Floodwater #Safety	flood
Damage in Capital City is substantial. #CapitalCity #Damage	flood
Relief supplies are being distributed in Greenfield. #Greenfield #FloodSupplies	flood
Check local news for updates: [news link]. #LocalNews #Flood	flood
Flash Flood Warning near Evergreen Forest. #FlashFloodWarning #Evergreen	flood
Disaster Level: YELLOW - Stay informed. #StayInformed #Flood	flood
20mm of rain in Stonewood in the past 15 mins. #Stonewood #Rain	flood
Predicted flooding in Meadowbrook. #Meadowbrook #Flood	flood
Highway 11 closed due to flooding. #Highway11 #RoadClosure	flood
Avoid Maple Ave in Bloomville. #Bloomville #Roads	flood
SAFETY: Never drive through flooded roads. #FloodedRoads #Safety	flood
Damage assessment ongoing in Northwood. #Northwood #Assessment	flood
Relief teams assisting in Riverton. #Riverton #FloodRelief	flood
Follow us for the latest updates. #FollowUs #FloodUpdate	flood
Flash Flood Watch for Brightwood. #FlashFloodWatch #Brightwood	flood
Disaster Level: ORANGE - Possible evacuations. #Evacuation #Flood	flood
10mm of rain in the last 5 minutes in Lakeside. #Lakeside #Rainfall	flood
Forecast: High flooding risk in Sunnyside. #Sunnyside #FloodRisk	flood
State Highway 8 is closed. #StateHighway8 #RoadClosure	flood
Avoid Oak Street in Hillview. #Hillview #Roads	flood
SAFETY: Turn off utilities if instructed. #Utilities #Safety	flood
Extensive damage in Greenfield reported. #Greenfield #Damage	flood
Relief efforts ongoing in Oakhaven. #Oakhaven #Relief	flood
Stay safe and be prepared. #Safety #Preparedness	flood
Disaster Level: YELLOW - Monitor river levels. #RiverLevels #Flood	flood
5mm of rainfall in the last minute in Fairhaven. #Fairhaven #Rain	flood
Forecast: Flooding possible in Valley Falls. #ValleyFalls #Flood	flood
County Road 2 closed. #CountyRoad2 #RoadClosure	flood
Avoid Elm Ave in Riverdale. #Riverdale #Roads	flood
SAFETY: Do not touch downed power lines. #PowerLines #Safety	flood
Damage reported in Capital City. #CapitalCity #DamageReport	flood
Relief reaching those affected in Pinecrest. #Pinecrest #Relief	flood
For assistance call 911. #911 #Emergency	flood
Flash Flood Watch for areas near the Cascade Mountains. #FlashFloodWatch #Cascade	flood
Disaster Level: ORANGE - Evacuation routes being prepared. #EvacuationRoutes #Flood	flood
3mm of rain in the last minute in Cedar Creek. #CedarCreek #Rain	flood
Forecast: Flooding anticipated in Bayview. #Bayview #Forecast	flood
State Highway 4 closed. #StateHighway4 #RoadClosure	flood
Avoid Maple Street in Bloomville. #Bloomville #Traffic	flood
SAFETY: Stay indoors. #StayIndoors #FloodSafety	flood
Continued monitoring of the situation in Evergreen Forest. #EvergreenForest #Monitoring	flood
Anyone know anything about Old Mill Rd? My grandma refused to evacuate, said she'd 'ride it out'. Haven't heard from her since yesterday. #HayforkFire #MissingPersons #NorthernCalifornia	fire
The smoke is SO thick here in Redding. Can barely see across the street. My allergies are killing me. Praying for the firefighters. 😔 #CarrFire #Smoke #Redding	fire
Just drove through Paradise. It's…gone. Just smoldering ruins. My heart is absolutely broken. #CampFire #Paradise #CaliforniaFires	fire
Evacuated from Weaverville this morning. The wind is insane, whipping the flames around. Headed to the shelter in Shasta College. #WeavervilleFire #Evacuation	fire
They're saying the fire jumped the 299 near Dunsmuir. Seriously?! That's a major route. Anyone heading that way, TURN AROUND! #DunsmuirFire #Emergency #HighwayClosed	fire
Power's been out in Burney for 12 hours now. No news, no updates. Anyone else in the same boat? #BurneyFire #PowerOutage #NorthernCal	fire
My neighbor's house in Magalia is completely gone. Just a pile of ash. I'm in shock. #CampFire #Magalia #Devastation	fire
The smell of burning pine is everywhere in Tahoe. So scary knowing the forest is at risk. #TahoeFire #ForestFire #Smoke	fire
Seriously, where is the info on road closures around Chico? Every site says something different. Need to get to my sister! #CampFire #Chico #RoadClosures	fire
Anyone know anything about the folks who got trapped near Concow? Heard a report on the scanner about possible injuries. #CampFire #Concow #Rescue	fire
Just saw a HUGE debris flow coming down from the burned areas near Santa Barbara. Rain is making everything so much worse. #SantaBarbara #Mudslides #DebrisFlow	fire
The firefighters are heroes. Saw them working tirelessly to save homes in Ventura. Thank you!! 🙏 #VenturaFire #Firefighters #Heroes	fire
My dog is freaking out. He can smell the smoke from miles away. Poor guy. #Wildfire #Smoke #AnxiousDog	fire
Heard they've lost containment on the fire near Mendocino. This is getting out of control. #MendocinoFire #Containment #Emergency	fire
Evac center at the fairgrounds is overflowing. Need blankets, water, and baby formula. #EvacuationShelter #SuppliesNeeded #Fairgrounds	fire
This drought has made everything so dry. The forest is a tinderbox. #Drought #Wildfire #Forest	fire
Anyone trying to get to Yosemite? I heard all the roads are closed. #YosemiteFire #RoadClosures #NationalPark	fire
Just saw a tree fall down on a power line near my house. Sparked a small fire, but thankfully the firefighters got it under control quickly. #Fire #PowerLine #NearMiss	fire
My cousin is a firefighter battling the August Complex. So worried about him. Please stay safe! #AugustComplex #Firefighters #Prayers	fire
The wind is shifting. Everything is covered in ash. This is insane. #Ash #Wind #Wildfire	fire
Lost my cat, Whiskers, during the evacuation of Santa Cruz. He's a ginger tabby. Please DM if you've seen him! #SantaCruzFire #MissingCat #PetLost	fire
They’re saying flash flood warnings are in effect for areas burned by the Creek Fire. Mudflows are a serious risk. #CreekFire #Mudslides #FlashFlood	fire
The damage in Oroville is heartbreaking. So many homes destroyed. #OrovilleFire #Damage #CaliforniaFires	fire
Evacuating from Clearlake Oaks now. Smoke is thick, visibility is almost zero. #ClearlakeOaksFire #Evacuate #Smoke	fire
Just heard a report about a family missing near Lake Isabella. Please, if you've seen anything, contact the authorities. #LakeIsabellaFire #MissingPersons	fire
The woods behind my house are on fire! Called 911, waiting for help. #Fire #Woods #Emergency	fire
So grateful to the volunteers at the Redding shelter. They're doing amazing work. #ReddingShelter #Volunteers #Gratitude	fire
My friend's farm near Calistoga was completely burned down. Lost everything. 💔 #CalistogaFire #Farm #LostEverything	fire
Anyone know if Hwy 89 is open between Truckee and Sierraville? Need to get supplies through. #Highway89 #Supplies #RoadClosure	fire
The fire is moving so fast. The flames are terrifying. #Flames #Wildfire #Scary	fire
My aunt in Berry Creek hasn't been heard from. Anyone know if they are doing wellness checks? #BerryCreekFire #Missing #WellnessCheck	fire
The air quality in Sacramento is hazardous. Staying indoors. #Sacramento #AirQuality #Smoke	fire
Trying to find my husband, he was working in the lumber mill in Greenhaven when the fire started. #GreenhavenFire #MissingHusband #LumberMill	fire
Just saw a news report about mandatory evacuations in Nevada City. #NevadaCityFire #Evacuate #MandatoryEvacuation	fire
They're saying the drought conditions fueled these fires. It's a wake up call. #Drought #Wildfires #ClimateChange	fire
The smell of smoke is burning my throat. Anyone else experiencing this? #SmokeInhalation #Wildfire #Health	fire
They are conducting rescue operations in the hills around Big Sur. Hoping everyone gets out safe. #BigSurFire #Rescue #Hills	fire
Just donated blood to help the victims of the fires. Every little bit helps. #BloodDonation #WildfireRelief #Help	fire
My uncle is a park ranger in Lassen Volcanic National Park. Praying he's safe. #LassenFire #ParkRanger #NationalPark	fire
The fire is creeping closer to my town. I'm packing an emergency bag. #EmergencyBag #Wildfire #Preparedness	fire
Just drove past the damage in Coffey Park. It’s unimaginable. #CoffeyPark #SantaRosaFire #Damage	fire
Anyone know if the animal shelter in Ukiah is still accepting evacuated pets? #UkiahFire #EvacuatedPets #AnimalShelter	fire
This fire is a direct result of years of mismanagement of our forests. #ForestManagement #Wildfires #Accountability	fire
The wind is picking up again. Feeling anxious. #Wind #Anxiety #Wildfire	fire
I'm stuck in traffic trying to evacuate from Paradise. It's a nightmare. #Paradise #Evacuation #Traffic	fire
Need information on the situation in Grizzly Flats. Family is there and haven’t heard anything. #GrizzlyFlatsFire #MissingFamily #Information	fire
The firefighters are working so hard. Sending them all my support. #Firefighters #Support #Heroes	fire
My house in Concow is gone. Everything is gone. #Concow #LostHome #Heartbroken	fire
Heard reports of mudslides in the burn scars near Montecito. Be careful out there! #Montecito #Mudslides #DebrisFlow	fire
Trying to locate my sister's dog, Buster, lost during evacuation of Camarillo. Brown Lab. #CamarilloFire #MissingDog #PetLost	fire
Anyone know what's happening near the King Fire area? Haven't seen updates for hours. #KingFire #Updates #Information	fire
The orange glow in the sky is terrifying. #OrangeSky #Wildfire #Fear	fire
Evacuation order lifted for parts of Santa Cruz. Returning home to assess the damage. #SantaCruzFire #EvacuationLifted #DamageAssessment	fire
So thankful for the kindness of strangers who offered us a place to stay. #Kindness #Gratitude #Wildfire	fire
My parents are trapped on Beals Point. Can't get through to them. Anyone have info? #BealsPoint #Trapped #Emergency	fire
The forest is burning. It's a devastating sight. #BurningForest #Wildfire #Devastation	fire
Evacuated from Oroville, shelter is full. Trying to find a hotel but everything is booked. #OrovilleFire #ShelterFull #HotelBooked	fire
Please, someone help me find my son! He was hiking in Plumas National Forest when the fire started. #PlumasForest #MissingSon #Hiking	fire
They’re anticipating more wind tonight, which will only worsen the fire situation. #Wind #Fire #WorseningConditions	fire
Saw a firefighter collapse from exhaustion. They are truly risking everything. #Firefighters #Exhaustion #Heroes	fire
My friend’s place in Felton burned to the ground. Absolutely crushed for him. 💔 #FeltonFire #LostHome #Friend	fire
Anyone heading south on 101 near Paso Robles? Reports of closures. #PasoRoblesFire #RoadClosure #Highway101	fire
This isn't just a fire, it’s a climate catastrophe. We need to do better. #ClimateChange #Wildfire #Action	fire
Can't sleep. Every crackle sounds like the fire is at my door. #Anxiety #Wildfire #SleeplessNight	fire
The rescue teams are doing an incredible job, but they need resources. #RescueTeams #Resources #Wildfire	fire
Lost everything in the Paradise fire. Starting over from scratch. #ParadiseFire #LostEverything #StartingOver	fire
Heard the mudflow in Montecito was massive. Praying for everyone affected. #Montecito #Mudflow #Prayers	fire
Evacuated from Paradise, now stuck in Chico traffic for hours. 😩 #ParadiseFire #ChicoTraffic #Evacuation	fire
My neighbor's house exploded from the fire. So scary. #Explosion #Fire #Scary	fire
Praying for the firefighters battling the Happy Camp Complex fire. #HappyCampComplex #Firefighters #Prayers	fire
Anyone have any info on the situation near Williams? #WilliamsFire #Information #Help	fire
Smoke is so bad it's seeping into my house, even with the windows closed. #Smoke #AirQuality #Wildfire	fire
They're estimating thousands of acres burned in the Creek Fire. #CreekFire #AcresBurned #Devastation	fire
My brother is a first responder working the Carr fire. I’m so worried about him. #CarrFire #FirstResponder #Worry	fire
Need help locating my elderly mother, she was last seen near the evacuation center in Redding. #ReddingFire #MissingMom #EvacuationCenter	fire
The devastation in Paradise is unlike anything I’ve ever seen. #Paradise #Devastation #Wildfires	fire
Trying to find a vet who can take evacuated animals from the Camp fire. #CampFire #EvacuatedAnimals #Vet	fire
The firefighters deserve all the support in the world. #Firefighters #Support #ThankYou	fire
Anyone know if the roads are open near Yosemite? I need to get home. #Yosemite #RoadsOpen #Emergency	fire
Saw a burning tree fall across the road. So dangerous! #BurningTree #Dangerous #Wildfire	fire
Heartbroken for all the families affected by the fires in Southern California. #SouthernCaliforniaFires #Heartbroken #Community	fire
The smoke is making it hard to breathe here in Sacramento. #Sacramento #Smoke #AirQuality	fire
Need to find my cat, Mittens! She escaped during the evacuation of Santa Barbara. #SantaBarbara #MissingCat #PetLost	fire
The wind is really picking up…this is not good. #Wind #Wildfire #Anxious	fire
Just heard that the evacuation order has been expanded in Ventura County. #VenturaCounty #EvacuationOrder #Emergency	fire
They're saying the fire is moving towards Boulder Creek. #BoulderCreekFire #Wildfire #Evacuate	fire
Lost all my photos in the fire. Everything is gone. 😔 #LostPhotos #Wildfire #Memories	fire
Anyone know if they’re doing search and rescue operations in Magalia? #MagaliaFire #SearchAndRescue #Rescue	fire
My friend is a volunteer at the shelter in Chico and says they desperately need diapers. #ChicoShelter #Diapers #Supplies	fire
The smell of burning is overwhelming. It's everywhere. #BurningSmell #Wildfire #Overwhelming	fire
This fire is a disaster. The damage is unbelievable. #Disaster #Damage #Wildfire	fire
My family is evacuated from Paradise. Praying for their safety. #ParadiseFire #EvacuatedFamily #Prayers	fire
They’re predicting more hot, dry weather, which means the fire risk is still high. #HotWeather #DryWeather #FireRisk	fire
Anyone have info on the fire near Lassen Park? #LassenParkFire #Info #Help	fire
The emergency alerts are so confusing. I don’t know what to do. #EmergencyAlerts #Confused #Wildfire	fire
Saw firefighters battling the flames up close. They are true heroes. #Firefighters #Heroes #Wildfire	fire
My house is still standing, but the surrounding area is devastated. #HouseStanding #Devastation #Wildfire	fire
Lost my dog, Max, during the evacuation of Oroville. He's a golden retriever. #OrovilleFire #MissingDog #PetLost	fire
Anyone know if the highway is open towards Redding? #Redding #HighwayOpen #Emergency	fire
This fire is a tragedy. My heart goes out to everyone affected. #Tragedy #Wildfire #Community	fire
Power still out in Burney. No communication with the outside world. #Burney #PowerOutage #NoCommunication	fire
Praying for rain, anything to help these firefighters. #Rain #Firefighters #Prayers	fire
Just heard about a debris flow in Santa Barbara. So dangerous. #SantaBarbara #DebrisFlow #Dangerous	fire
Evacuating from Big Sur now. It’s chaos. #BigSur #Evacuating #Chaos	fire
My sister is a nurse volunteering at the evacuation center in Chico. She's exhausted. #Chico #Nurse #Volunteering	fire
The wind is making the flames jump all over the place. It’s terrifying. #Wind #Flames #Terrifying	fire
They are saying the mudslides are getting worse in Montecito. #Montecito #Mudslides #Worsening	fire
Lost everything in the Camp fire. Feeling hopeless. #CampFire #LostEverything #Hopeless	fire
Anyone know if Hwy 299 is open? Trying to get back to Weaverville. #Hwy299 #Weaverville #RoadClosure	fire
The firefighters are working tirelessly to protect our communities. #Firefighters #ProtectingCommunities #Heroes	fire
Saw a burning car on the highway. So scary. #BurningCar #Scary #Wildfire	fire
My heart is breaking for all the animals affected by the fires. #Animals #Wildfire #Heartbreaking	fire
Need to find my dad, he was last seen near the Paradise Ridge. #ParadiseRidge #MissingDad #Help	fire
The smoke is so thick, I can barely see my hand in front of my face. #Smoke #Visibility #Wildfire	fire
They're estimating the Creek Fire is over 300,000 acres. #CreekFire #AcresBurned #Massive	fire
My friend's house in Paradise was completely destroyed. 💔 #Paradise #Destroyed #Friend	fire
Anyone have any info on the situation near Covelo? #CoveloFire #Info #Help	fire
Evacuating from Lake Isabella now. The flames are getting closer. #LakeIsabella #Evacuating #Flames	fire
The firefighters are true heroes. Thank you for risking your lives. #Firefighters #Heroes #ThankYou	fire
My house in Berry Creek is gone. Everything is lost. #BerryCreek #LostHome #Devastated	fire
Heard reports of flash floods in the burn scars near Ventura. #Ventura #FlashFloods #BurnScars	fire
The evacuation center in Chico is overcrowded. Need more supplies. #Chico #EvacuationCenter #Supplies	fire
This fire is a nightmare. It’s a living hell. #Nightmare #Wildfire #Hell	fire
Trying to locate my uncle, he was working near the Lava Ridge fire. #LavaRidgeFire #MissingUncle #Help	fire
The wind is pushing the fire towards Redding. #Redding #Wind #Wildfire	fire
They’re saying the mudflows are blocking roads in Montecito. #Montecito #Mudflows #RoadsBlocked	fire
Lost all my family photos in the Camp fire. Irreplaceable. 😢 #FamilyPhotos #CampFire #Irreplaceable	fire
Anyone know if the roads are open towards Yosemite Valley? #YosemiteValley #RoadsOpen #Emergency	fire
The firefighters are doing everything they can to save our homes. #Firefighters #SavingHomes #Heroes	fire
My house in Concow is still standing, but I don't know for how long. #Concow #StillStanding #Wildfire	fire
